code;classification
L01CB01;Etoposide
L01CB02;Teniposide
L01CC;Производные колхицина
L01CC01;Demecolcine
L01CD;Таксоиды
L01CD01;Paclitaxel
L01CD02;Docetaxel
L01CD03;Paclitaxel poliglumex
L01CD04;Cabazitaxel
L01CX;Алкалоиды растительного происхождения и другие препараты естественного происхождения
L01CX01;Trabectedin
L01D;Противоопухолевые антибиотики
L01DA;Актиномицины
L01DA01;Dactinomycin
L01DB;Антрациклины и родственные препараты
L01DB01;Doxorubicin
L01DB02;Daunorubicin
L01DB03;Epirubicin
L01DB04;Aclarubicin
L01DB05;Zorubicin
L01DB06;Idarubicin
L01DB07;Mitoxantrone
L01DB08;Pirarubicin
L01DB09;Valrubicin
L01DB11;Pixantrone
L01DC;Прочие противоопухолевые антибиотики
L01DC01;Bleomycin
L01DC02;Plicamycin
L01DC03;Mitomycin
L01DC04;Ixabepilone
L01X;Другие противоопухолевые препараты
L01XA;Соединения платины
L01XA01;Cisplatin
L01XA02;Carboplatin
L01XA03;Oxaliplatin
L01XA04;Satraplatin
L01XB;Метилгидразины
L01XB01;Procarbazine
L01XC;Моноклональные антитела
L01XC01;Edrecolomab
L01XC02;Rituximab
L01XC03;Trastuzumab
L01XC04;Alemtuzumab
L01XC05;Gemtuzumab
L01XC06;Cetuximab
L01XC07;Bevacizumab
L01XC08;Panitumumab
L01XC09;Catumaxomab
L01XC10;Ofatumumab
L01XC11;Ipilimumab
L01XC12;Brentuximab vedotin
L01XC13;Pertuzumab
L01XC14;Trastuzumab emtansine
L01XC15;Obinutuzumab
L01XC17;Nivolumab
L01XC18;Pembrolizumab
L01XC19;Blinatumomab
L01XC21;Ramucirumab
L01XC22;Necitumumab
L01XC23;Elotuzumab
L01XC24;Daratumumab
L01XC26;Inotuzumab ozogamicin
L01XC27;Olaratumab
L01XC28;Дурвалумаб
L01XC31;Avelumab
L01XC32;Atezolizumab
L01XD;Препараты, применяемые при фотодинамической и радиационной терапии
L01XD01;Porfimer sodium
L01XD03;Methyl aminolevulinate
L01XD04;Aminolevulinic acid
L01XD05;Temoprofin
L01XD06;Efaproxiral
L01XE;Ингибиторы протеинкиназы
L01XE01;Imatinib
L01XE02;Gefitinib
L01XE03;Erlotinib
L01XE04;Sunitinib
L01XE05;Sorafenib
L01XE06;Dasatinib
L01XE07;Lapatinib
L01XE08;Nilotinib
L01XE09;Temsirolimus
L01XE10;Everolimus
L01XE11;Pazopanib
L01XE12;Vandetanib
L01XE13;Afatinib
L01XE14;Bosutinib
L01XE15;Vemurafenib
L01XE16;Crizotinib
L01XE17;Axitinib
L01XE18;Ruxolitinib
L01XE19;Ridaforolimus
L01XE21;Regorafenib
L01XE22;Masitinib
L01XE23;Dabrafenib
L01XE24;Ponatinib
L01XE25;Trametinib
L01XE26;Сabozantinib
L01XE27;Ibrutinib
L01XE28;Ceritinib
L01XE29;Lenvatinib
L01XE31;Nintedanib
L01XE32;Cediranib
L01XE33;Palbociclib
L01XE34;Tivozanib
L01XE35;Osimertinib
L01XE36;Alectinib
L01XE38;Cobimetinib
L01XE39;Midostaurin
L01XE42;Ribociclib
L01XE43;Brigatinib
L01XE50;Abemaciclib
L01XE51;Acalabrutinib
L01XX;Прочие противоопухолевые препараты
L01XX01;Amsacrine
L01XX02;Asparaginase
L01XX03;Altretamine
L01XX05;Hydroxycarbamide
L01XX07;Lonidamine
L01XX08;Pentostatin
L01XX09;Miltefosine
L01XX10;Masoprocol
L01XX11;Estramustine
L01XX14;Tretinoin
L01XX16;Mitoguazone
L01XX17;Topotecan
L01XX18;Tiazofurine
L01XX19;Irinotecan
L01XX22;Alitretinoin
L01XX23;Mitotane
L01XX24;Pegaspargase
L01XX25;Bexarotene
L01XX27;Arsenic trioxide
L01XX28;Denileukin difitox
L01XX32;Bortezomib
L01XX33;Celecoxib
L01XX35;Anagrelide
L01XX36;Oblimersen
L01XX37;Sitimagene ceradenovec
L01XX38;Vorinostat
L01XX39;Romidepsin
L01XX41;Eribulin
L01XX42;Panobinostat
L01XX43;Vismodegib
L01XX44;Aflibercept
L01XX45;Carfilzomib
L01XX46;Olaparib
L01XX48;Sonidegib
L01XX49;Belinostat
L01XX50;Ixazomib
L01XX52;Venetoclax
L01XX65;Alpelisib
L01XY;Комбинации противоопухолевых препаратов
L02;Противоопухолевые гормональные препараты
L02A;Гормоны и их производные
L02AA;Эстрогены
L02AA01;Diethylstilbestrol
L02AA02;Polyestradiol phosphate
L02AA03;Ethinylestradiol
L02AA04;Fosfestrol
L02AB;Прогестагены
L02AB01;Megestrol
L02AB02;Medroxyprogesterone
L02AB03;Gestonorone
L02AE;Аналоги гонадотропин-рилизинг гормона
L02AE01;Buserelin
L02AE02;Leuprorelin
L02AE03;Goserelin
L02AE04;Triptorelin
L02AX;Прочие гормоны
L02B;Антагонисты гормонов и их аналоги
L02BA;Антиэстрогены
L02BA01;Tamoxifen
L02BA02;Toremifene
L02BA03;Fulvestrant
L02BB;Антиандрогены
L02BB01;Flutamide
L02BB02;Nilutamide
L02BB03;Bicalutamide
L02BB04;Enzalutamide
L02BB05;Apalutamide
L02BG;Ингибиторы ферментов
L02BG01;Aminoglutethimide
L02BG02;Formestane
L02BG03;Anastrozole
L02BG04;Letrozole
L02BG05;Vorozole
L02BG06;Exemestane
L02BX;Прочие антагонисты гормонов и подобные препараты
L02BX01;Abarelix
L02BX02;Degarelix
L02BX03;Abiraterone
L03;Иммуностимуляторы
L03A;Иммуностимуляторы
L03AA;Колониестимулирующие факторы
L03AA02;Filgrastim
L03AA03;Molgramostim
L03AA09;Sargramostim
L03AA10;Lenograstim
L03AA12;Ancestim
L03AA13;Pegfilgrastim
L03AA14;Lipegfilgrastim
L03AA16;Empegfilgrastim
L03AB;Интерфероны
L03AB01;interferon alfa, natural
L03AB02;Interferon beta, natural
L03AB03;Interferon gamma
L03AB04;Interferon alfa-2a
L03AB05;Interferon alfa-2b
L03AB06;Interferon alfa-n1
L03AB07;Interferon beta-1a
L03AB08;Interferon beta-1b
L03AB09;Interferon alfacon-1
L03AB10;Peginterferon alfa-2b
L03AB11;Peginterferon alfa-2a
L03AB13;Peginterferon beta-1a
L03AB14;Cepeginterferon alfa-2b
L03AB60;Пегинтерферон альфа-2b, комбинации
L03AB61;Пегинтерферон альфа-2а, комбинации
L03AC;Интерлейкины
L03AC01;Aldesleukine
L03AC02;Oprelvekin
L03AX;Прочие иммуностимуляторы
L03AX01;Lentinan
L03AX02;Roquinimex
L03AX03;BCG vaccine
L03AX04;Pegademase
L03AX05;Pidotimod
L03AX07;Poly I:C
L03AX08;Poly ICLC
L03AX09;Thymopentin
L03AX10;Immunocyanin
L03AX11;Tasonermin
L03AX12;Melanoma vaccine
L03AX13;Glatiramer acetate
L03AX14;Histamine dihydrochloride
L03AX15;Mifamurtide
L03AX16;Plerixafor
L03AX18;Cridanimod
L04;Иммунодепрессанты
L04A;Иммунодепрессанты
L04AA;Селективные иммунодепрессанты
L04AA02;Muromonab-CD3
L04AA03;Antilymphocyte immunoglobulin (horse)
L04AA04;Antithymocyte immunoglobulin (rabbit)
L04AA06;Mycophenolic acid
L04AA10;Sirolimus
L04AA13;Leflunomide
L04AA15;Alefacept
L04AA18;Everolimus
L04AA19;Gusperimus
L04AA21;Efalizumab
L04AA22;Abetimus
L04AA23;Natalizumab
L04AA24;Abatacept
L04AA25;Eculizumab
L04AA26;Belimumab
L04AA27;Fingolimod
L04AA28;Belatacept
L04AA29;Tofacitinib
L04AA31;Teriflunomide
L04AA32;Apremilast
L04AA33;Vedolizumab
L04AA34;Alemtuzumab
L04AA35;Begelomab
L04AA36;Ocrelizumab
L04AA37;Bariсitinib
L04AA40;Cladribine
L04AA42;Siponimod
L04AB;Ингибиторы фактора некроза опухоли альфа (ФНОα)
L04AB01;Etanercept
L04AB02;Infliximab
L04AB03;Afelimomab
L04AB04;Adalimumab
L04AB05;Certolizumab pegol
L04AB06;Golimumab
L04AC;Ингибиторы интерлейкина
L04AC01;Daclizumab
L04AC02;Basiliximab
L04AC03;Anakinra
L04AC04;Rilonacept
L04AC05;Ustekinumab
L04AC06;Mepolizumab
L04AC07;Tocilizumab
L04AC08;Canakinumab
L04AC10;Secukinumab
L04AC12;Brodalumab
L04AC13;Ixekizumab
L04AC14;Sarilumab
L04AC16;Guselkumab
L04AC18;Risankizumab
L04AD;Ингибиторы кальцинейрина
L04AD01;Ciclosporin
L04AD02;Tacrolimus
L04AX;Прочие иммунодепрессанты
L04AX01;Azathioprine
L04AX02;Thalidomide
L04AX03;Methotrexate
L04AX04;Lenalidomide
L04AX05;Pirfenidone
L04AX06;Pomalidomide
L04AX07;Dimethyl fumarate
M;Костно-мышечная система
M01;Противовоспалительные и противоревматические препараты
M01A;Нестероидные противовоспалительные препараты
M01AA;Бутилпиразолидоны
M01AA01;Phenylbutazone
M01AA02;Mofebutazone
M01AA03;Oxyphenbutazone
M01AA05;Clofezone
M01AA06;Kebuzone
M01AB;Производные уксусной кислоты
M01AB01;Indometacin
M01AB02;Sulindac
M01AB03;Tolmetin
M01AB04;Zomepirac
M01AB05;Diclofenac
M01AB06;Alclofenac
M01AB07;Bumadizone
M01AB08;Etodolac
M01AB09;Lonazolac
M01AB10;Fentiazac
M01AB11;Acemetacin
M01AB12;Difenpiramide
M01AB13;Oxametacin
M01AB14;Proglumetacin
M01AB15;Ketorolac
M01AB16;Aceclofenac
M01AB17;Bufexamac
M01AB51;Индометацин в комбинации с другими препаратами
M01AB55;Диклофенак в комбинации с другими препаратами
M01AC;Оксикамы
M01AC01;Piroxicam
M01AC02;Tenoxicam
M01AC04;Droxicam
M01AC05;Lornoxicam
M01AC06;Meloxicam
M01AE;Производные пропионовой кислоты
M01AE01;Ibuprofen
M01AE02;Naproxen
M01AE03;Ketoprofen
M01AE04;Fenoprofen
M01AE05;Fenbufen
M01AE06;Benoxaprofen
M01AE07;Suprofen
M01AE08;Pirprofen
M01AE09;Flurbiprofen
M01AE10;Indoprofen
M01AE11;Tiaprofenic acid
M01AE12;Oxaprozin
M01AE13;Ibuproxam
M01AE14;Dexibuprofen
M01AE15;Flunoxaprofen
M01AE16;Alminoprofen
M01AE17;Dexketoprofen
M01AE51;Ибупрофен в комбинации с другими препаратами
M01AE52;Напроксен и эзомепразол
M01AE53;Кетопрофен в комбинации с другими препаратами
M01AG;Фенаматы
M01AG01;Mefenamic acid
M01AG02;Tolfenamic acid
M01AG03;Flufenamic acid
M01AG04;Meclofenamic acid
M01AH;Коксибы
M01AH01;Celecoxib
M01AH02;Rofecoxib
M01AH03;Valdecoxib
M01AH04;Parecoxib
M01AH05;Etoricoxib
M01AH06;Lumiracoxib
M01AX;Прочие нестероидные противовоспалительные препараты
M01AX01;Nabumetone
M01AX02;Niflumic acid
M01AX04;Azapropazone
M01AX05;Glucosamine
M01AX07;Benzydamine
M01AX12;Glucosaminoglycan polysulfate
M01AX13;Proquazone
M01AX14;Orgotein
M01AX17;Nimesulide
M01AX18;Feprazone
M01AX21;Diacerein
M01AX22;Morniflumate
M01AX23;Tenidap
M01AX24;Oxaceprol
M01AX25;Chondroitin sulfate
M01AX68;Фепразон в комбинации с другими препаратами
M01B;Комбинации противовоспалительных препаратов
M01BA;Нестероидные противовоспалительные препараты в комбинации с кортикостероидами
M01BA01;Фенилбутазон в комбинации с кортикостероидами
M01BA02;Дипироцетил в комбинации с кортикостероидами
M01BA03;Ацетилсалициловая кислота в комбинации с кортикостероидами
M01BX;Другие комбинации противовоспалительных препаратов
M01C;Базисные противоревматические препараты
M01CA;Хинолины
M01CA03;Oxycinchophen
M01CB;Препараты золота
M01CB01;Sodium aurothiomalate
M01CB02;Sodium aurotiosulfate
M01CB03;Auranofin
M01CB04;Aurothioglucose
M01CB05;Aurotioprol
M01CC;Пеницилламин и подобные препараты
M01CC01;Penicillamine
M01CC02;Bucillamine
M01CX;Прочие специфические противоревматические препараты
M02;Препараты для наружного применения при болевом синдроме при заболеваниях костно-мышечной системы
M02A;Препараты для наружного применения при болевом синдроме при заболеваниях костно-мышечной системы
M02AA;Нестероидные противовоспалительные препараты для наружного применения
M02AA01;Phenylbutazone
M02AA02;Mofebutazone
M02AA03;Clofezone
M02AA04;Oxyphenbutazone
M02AA05;Benzydamine
M02AA06;Etofenamate
M02AA07;Piroxicam
M02AA08;Felbinac
M02AA09;Bufexamac
M02AA10;Ketoprofen
M02AA11;Bendazac
M02AA12;Naproxen
M02AA13;Ibuprofen
M02AA14;Fentiazac
M02AA15;Diclofenac
M02AA16;Feprazone
M02AA17;Niflumic acid
M02AA18;Meclofenamic acid
M02AA19;Flurbiprofen
M02AA21;Tolmetin
M02AA22;Suxibuzone
M02AA23;Indometacin
M02AA24;Nifenarone
M02AA25;Aceclofenac
M02AA26;Nimesulide
M02AB;Капсаицин и подобные
M02AB01;Capsaicin
M02AB02;Zucapsaicin
M02AC;Препараты, содержащие производные салициловой кислоты
M02AX;Другие препараты для наружного применения при болевом синдроме при заболеваниях костно-мышечной системы
